"GeneID","OPC_I1","OPC_I2","OPC_I3","OPC_I4","OPC_I5","OPC_I6","OPC_I7","OPC_I8","OPC_I9","OPC_I10","MO_I1","MO_I2","MO_I3","MO_I4","MO_I5","MO_I6","MO_I7"
"AC003071.2",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"AC003072.1",3,12,26,12,7,8,15,9,10,19,57,48,40,47,51,15,49
"AC003080.1",49,65,98,71,63,74,41,129,200,136,220,214,271,350,284,27,134
"AC003084.1",0,0,6,2,1,0,0,5,1,8,19,5,18,2,7,0,2
"AC003087.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003092.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"AC003092.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003098.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003101.1",0,2,0,0,1,0,1,2,0,1,0,1,7,3,0,0,3
"AC003101.2",2,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0
"AC003101.3",0,1,0,0,1,0,0,0,0,0,4,1,0,3,2,2,0
"AC003102.1",23,78,78,93,74,84,114,80,147,77,111,89,84,153,100,38,53
"AC003659.1",91,110,248,167,139,266,320,269,298,346,800,783,749,1306,904,96,810
"AC003666.1",0,2,2,4,1,0,1,2,1,2,4,1,1,2,1,0,0
"AC003669.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC003681.1",38,108,168,97,61,52,66,184,200,108,55,25,49,71,46,23,48
"AC003682.1",18,7,42,28,31,23,19,40,63,47,14,8,18,11,22,4,21
"AC003684.1",2,1,2,2,4,4,1,1,15,0,1,3,5,5,0,18,2
"AC003685.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003685.2",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003686.1",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"AC003687.1",3,23,43,19,8,6,10,26,35,32,1,0,1,0,2,0,1
"AC003688.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003688.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003956.1",0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,0,0
"AC003957.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003958.1",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0
"AC003958.2",0,1,3,3,1,0,0,0,0,1,2,0,0,0,0,0,1
"AC003965.1",4,1,0,2,0,0,2,3,6,1,0,4,7,5,2,0,6
"AC003965.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003973.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"AC003973.2",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"AC003973.3",53,33,31,21,11,65,4,134,124,126,59,31,20,25,82,20,74
"AC003975.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC003982.1",0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
"AC003984.1",0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
"AC003985.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003985.2",0,1,2,1,3,14,2,1,2,0,0,0,0,1,0,0,0
"AC003986.1",0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0
"AC003986.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003986.3",0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
"AC003988.1",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"AC003989.1",4,1,0,1,2,6,1,3,0,4,0,0,1,0,0,0,0
"AC003989.2",0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
"AC003991.1",67,48,82,53,61,68,62,81,114,38,27,27,58,46,64,26,28
"AC003991.2",5,8,14,15,18,6,4,24,26,12,7,9,17,17,18,7,11
"AC003992.1",0,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,1
"AC004000.1",27,24,24,14,22,5,8,38,49,19,0,0,0,0,2,2,0
"AC004004.1",0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1
"AC004006.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004009.1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004009.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004009.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC004012.1",0,0,0,3,0,1,1,1,0,0,0,0,2,0,0,0,0
"AC004014.1",0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0
"AC004014.2",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"AC004022.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"AC004022.2",0,0,0,0,6,3,3,4,2,2,1,0,0,0,0,3,0
"AC004023.1",0,1,16,7,18,10,6,12,14,8,3,0,17,5,1,1,2
"AC004024.1",6,8,12,6,6,2,2,13,11,11,16,8,15,16,23,1,29
"AC004034.1",0,4,0,1,0,1,0,1,1,0,2,1,2,0,0,1,0
"AC004039.1",0,1,3,1,4,1,1,2,0,4,0,0,1,2,1,0,0
"AC004052.1",0,0,0,0,0,0,1,2,0,0,0,0,2,0,5,0,0
"AC004053.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004054.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC004057.1",0,0,1,0,1,0,0,1,4,0,8,3,3,8,1,0,2
"AC004062.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AC004063.1",3,4,12,7,4,0,5,14,4,9,12,7,4,10,7,1,6
"AC004066.1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"AC004066.2",0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
"AC004067.1",3,0,0,0,2,2,2,1,2,0,1,0,3,8,4,0,1
"AC004069.1",3,4,5,8,3,3,15,6,10,8,7,3,4,13,11,2,7
"AC004069.2",0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"AC004074.1",0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"AC004076.1",4,6,20,3,2,2,3,18,18,11,2,0,2,10,1,0,0
"AC004076.2",41,46,147,100,65,81,66,101,107,82,70,35,79,122,74,9,35
"AC004080.1",0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2
"AC004080.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.4",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"AC004080.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004112.1",3,5,7,8,5,8,4,16,25,18,10,4,16,6,7,6,13
"AC004129.1",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"AC004129.2",0,0,0,0,0,0,1,0,5,0,0,0,1,1,0,0,0
"AC004130.1",2,5,19,22,11,21,24,17,17,12,0,4,4,7,0,0,1
"AC004134.1",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"AC004147.1",0,0,1,0,2,0,0,1,4,0,3,0,41,7,9,7,3
"AC004147.2",4,4,1,2,5,6,5,1,3,0,8,0,12,6,4,9,0
"AC004147.3",0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0
"AC004147.4",0,0,0,2,0,0,0,2,0,1,3,0,10,2,4,0,1
"AC004147.5",0,0,0,0,0,3,0,1,3,0,5,0,16,4,9,3,2
"AC004148.1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"AC004148.2",12,5,14,5,6,10,8,24,13,9,9,4,8,11,9,4,8
"AC004149.1",0,0,1,3,0,0,0,1,2,4,0,0,0,0,0,0,0
"AC004156.1",4,6,15,9,4,2,7,14,1,4,11,5,7,15,8,7,3
"AC004158.1",3332,1712,2858,2545,2698,3207,3119,2844,4055,2578,2860,5967,6410,7784,6125,1858,5191
"AC004160.1",33,34,37,55,40,41,24,75,123,109,11,6,14,18,20,3,17
"AC004160.2",3,4,3,6,2,3,1,7,12,11,1,0,0,0,0,0,2
"AC004217.1",0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0
"AC004217.2",0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0
"AC004221.1",5,15,12,16,12,21,23,13,27,12,0,0,4,4,0,7,0
"AC004223.1",0,0,1,0,0,0,0,0,4,0,0,1,1,2,2,0,0
"AC004223.2",4,14,27,13,44,16,24,27,46,36,155,144,150,337,255,62,171
"AC004223.3",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"AC004223.4",0,0,3,0,4,1,1,1,5,1,2,1,0,2,3,0,5
"AC004224.1",0,0,0,3,1,0,0,1,0,1,1,2,9,0,7,0,1
"AC004224.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004231.1",5,2,4,0,2,2,2,1,1,1,5,6,5,4,0,9,3
"AC004231.3",0,2,6,0,0,0,1,1,5,4,2,2,6,3,3,0,1
"AC004232.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004232.2",0,0,2,1,1,3,0,3,3,1,1,3,0,4,0,0,0
"AC004232.3",1,5,13,7,8,6,12,12,10,10,20,10,9,7,15,0,12
"AC004233.1",0,1,8,6,6,2,7,0,0,2,1,1,0,0,1,0,0
"AC004233.2",0,1,2,0,0,0,1,1,0,1,0,3,2,1,1,0,0
"AC004233.3",4,21,28,18,19,16,53,22,24,22,59,73,40,37,22,3,17
"AC004233.4",0,0,8,4,4,2,5,3,10,2,1,1,3,5,1,0,0
"AC004241.1",2,16,21,19,28,13,24,21,21,11,76,56,43,92,58,16,34
"AC004241.2",0,6,6,1,12,2,0,0,5,2,20,12,7,5,3,0,2
"AC004241.3",19,4,11,3,13,7,6,7,24,9,7,5,28,18,15,4,5
"AC004241.4",17,9,11,6,11,3,2,16,21,13,33,29,25,33,17,3,15
"AC004241.5",0,6,1,3,5,3,3,2,9,2,21,38,13,31,37,5,14
"AC004253.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"AC004253.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004257.1",5,1,1,1,0,3,2,3,1,1,0,1,1,0,1,0,1
"AC004263.1",0,3,4,1,3,8,6,4,7,5,2,8,2,12,12,1,3
"AC004264.1",0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC004264.2",5,2,10,7,0,0,4,11,5,3,7,0,11,6,3,1,0
"AC004381.1",0,9,7,3,3,0,0,5,4,6,16,20,14,29,21,16,13
"AC004381.2",0,0,0,4,0,0,1,0,1,0,3,3,0,0,0,0,0
"AC004381.3",0,0,1,0,3,3,0,3,1,1,6,5,10,12,8,0,4
"AC004383.1",42,17,48,23,10,9,4,30,25,26,25,18,22,11,32,1,28
"AC004386.1",0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,2
"AC004386.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC004408.1",0,2,2,0,3,0,0,0,1,2,0,0,0,0,1,0,1
"AC004408.2",0,0,2,3,0,2,4,0,0,1,1,0,0,0,1,1,0
"AC004415.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004448.1",0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0
"AC004448.2",0,3,0,3,0,4,6,4,3,0,3,3,1,1,2,0,7
"AC004448.3",0,0,0,3,0,0,2,1,4,4,0,0,0,1,0,0,0
"AC004449.1",0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1
"AC004453.1",1,2,5,4,3,9,7,4,4,3,5,6,1,11,1,3,4
"AC004453.2",17,6,11,17,13,9,14,12,20,19,19,14,29,18,39,5,22
"AC004461.1",0,0,2,0,1,2,1,1,0,0,1,0,0,0,0,0,0
"AC004466.1",15,12,28,18,12,40,43,25,41,25,171,198,204,250,134,86,130
"AC004466.2",7,5,9,13,8,6,6,7,11,5,8,2,1,3,7,1,1
"AC004466.3",1,1,14,7,10,12,4,8,25,7,15,10,10,15,17,3,8
"AC004467.1",2,0,1,1,0,0,4,1,8,6,0,0,0,1,0,0,0
"AC004470.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004471.1",4,1,2,2,3,0,3,1,2,2,1,1,1,1,0,0,0
"AC004471.2",0,1,11,2,2,0,1,3,2,1,3,9,7,3,2,0,1
"AC004477.1",73,83,85,89,62,59,124,70,76,56,166,137,83,150,91,15,127
"AC004477.2",1,0,7,3,4,1,3,3,4,2,1,2,5,6,2,2,0
"AC004477.3",5,9,24,6,13,12,2,12,18,15,10,4,17,3,8,6,14
"AC004485.1",0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,4,0
"AC004486.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004490.1",4,11,32,11,12,8,2,17,63,17,23,12,23,22,20,80,50
"AC004491.1",99,144,219,154,125,75,75,213,228,166,298,328,242,403,422,37,176
"AC004492.1",2,18,36,35,27,35,24,37,32,31,32,36,32,42,31,2,20
"AC004494.1",67,68,74,46,19,13,12,70,78,53,57,35,50,55,38,27,36
"AC004494.2",0,0,0,0,0,0,0,0,3,0,0,0,1,0,5,1,0
"AC004520.1",49,31,45,31,29,17,20,58,75,53,151,108,148,164,181,64,106
"AC004522.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC004522.2",25,4,8,8,5,5,14,13,24,9,9,6,14,9,16,11,12
"AC004528.1",0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,1
"AC004528.2",0,2,2,7,17,8,9,5,7,4,18,12,7,31,8,0,6
"AC004540.1",56,210,306,280,185,181,114,205,502,340,11,10,20,20,9,17,33
"AC004540.2",93,89,177,78,88,118,174,43,120,79,3,0,13,8,6,16,9
"AC004542.1",0,4,0,8,9,6,4,10,1,1,5,8,5,7,9,3,2
"AC004542.2",0,0,2,1,3,0,0,4,1,0,1,1,1,4,2,1,1
"AC004543.1",0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0
"AC004551.1",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"AC004552.1",0,0,0,1,1,0,0,1,3,0,4,0,2,3,1,1,1
"AC004554.1",0,0,0,0,0,1,0,0,0,0,3,1,0,0,2,6,1
"AC004554.2",4,2,7,10,7,9,7,7,6,10,2,9,14,8,3,1,8
"AC004556.1",0,6,1,0,0,1,8,0,0,9,2,12,0,0,0,0,25
"AC004584.1",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"AC004584.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC004584.3",36,67,121,61,48,31,75,118,151,81,36,40,38,57,33,23,29
"AC004585.1",0,2,0,1,0,1,0,1,0,0,2,0,0,3,3,8,1
"AC004585.2",0,2,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0
"AC004590.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004593.1",0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,4
"AC004593.2",1,1,0,5,4,0,1,0,0,1,31,14,13,33,14,1,16
"AC004593.3",0,1,4,0,0,8,1,0,3,1,44,15,31,17,31,9,21
"AC004594.1",0,0,2,2,1,2,0,3,0,2,8,0,0,3,3,1,2
"AC004596.1",6,2,0,1,0,0,2,0,0,0,2,1,0,2,0,0,0
"AC004597.1",2,1,7,9,4,0,0,9,10,1,0,0,1,0,0,0,0
"AC004623.1",0,2,3,5,3,2,0,0,6,6,25,22,15,24,21,10,26
"AC004637.1",0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0
"AC004656.1",77,106,166,147,108,187,261,122,154,130,90,104,237,213,137,43,129
"AC004672.1",0,1,0,0,3,0,3,0,5,4,0,0,0,0,0,0,3
"AC004672.2",5,6,28,15,13,12,14,25,23,25,11,7,8,7,12,1,9
"AC004674.1",0,2,0,1,0,0,1,0,2,0,0,1,2,0,2,3,5
"AC004674.2",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AC004678.1",4,73,58,64,26,25,24,59,70,44,83,102,33,88,62,14,55
"AC004678.2",1,15,22,17,14,5,10,8,11,5,12,15,14,17,17,9,9
"AC004687.1",0,0,1,2,1,0,2,1,1,0,1,0,1,2,0,3,0
"AC004690.1",0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"AC004690.2",0,0,4,0,0,0,0,2,2,0,207,185,349,205,208,29,122
"AC004691.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AC004691.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004692.1",34,36,81,38,29,10,12,111,140,72,3,1,21,9,8,4,4
"AC004692.2",0,2,26,8,4,2,0,6,14,8,3,2,2,1,1,2,1
"AC004696.1",0,2,8,3,4,1,1,4,5,5,3,9,2,7,3,1,10
"AC004696.2",0,3,3,5,6,7,0,0,2,1,0,4,1,4,1,0,1
"AC004702.1",0,8,12,8,13,2,4,10,9,13,30,42,48,58,45,3,35
"AC004704.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC004706.1",0,2,3,3,4,12,6,10,4,4,0,2,0,0,0,0,1
"AC004706.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004706.3",22,30,58,18,26,5,13,52,46,23,113,96,101,46,144,21,56
"AC004706.4",56,55,50,46,47,14,35,39,134,23,18,35,32,49,18,56,36
"AC004707.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"AC004754.1",13,16,24,20,19,11,16,32,20,12,29,13,30,38,25,7,12
"AC004771.1",0,0,4,1,2,0,0,1,2,0,0,2,1,4,4,4,0
"AC004771.2",5,7,13,12,2,6,14,16,10,11,19,12,10,12,13,4,9
"AC004771.3",30,20,36,27,20,33,48,27,66,26,15,37,27,28,40,2,21
"AC004771.4",14,22,20,19,12,14,20,24,38,18,34,46,18,49,23,12,38
"AC004771.5",0,1,4,2,7,0,3,1,3,1,1,4,3,6,9,0,4
"AC004775.1",0,1,5,0,2,2,3,6,0,0,6,2,0,4,6,0,3
"AC004777.1",0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1
"AC004784.1",7,14,19,7,16,6,11,23,64,34,5,30,21,20,52,3,29
"AC004790.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004790.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"AC004792.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004797.1",0,2,0,3,0,1,1,0,0,0,0,0,0,1,2,0,1
"AC004801.1",0,0,2,0,1,0,0,3,1,1,0,1,0,0,0,0,0
"AC004801.2",65,63,79,68,61,79,48,77,103,72,64,59,73,119,100,22,75
"AC004801.3",0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0
"AC004801.4",0,2,0,1,0,4,0,0,0,0,1,0,0,1,0,3,0
"AC004801.5",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"AC004801.6",0,0,1,2,2,0,1,2,4,2,0,1,1,1,3,0,0
"AC004801.7",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"AC004803.1",83,112,192,114,124,106,160,177,343,145,169,211,172,234,232,70,102
"AC004805.1",0,0,0,0,2,0,0,2,0,1,1,0,0,2,0,0,0
"AC004805.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004805.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004808.1",0,2,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0
"AC004808.2",0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"AC004812.1",0,1,7,3,9,0,3,3,3,6,2,0,7,0,5,1,2
"AC004812.2",21,72,92,95,48,77,135,73,184,68,111,88,90,162,74,46,65
"AC004816.1",2,8,29,16,7,10,31,15,24,21,11,4,13,5,2,3,2
"AC004816.2",0,1,1,2,8,2,3,3,3,2,0,0,0,1,1,1,0
"AC004817.1",0,0,0,0,0,0,0,2,3,0,0,0,2,1,3,0,0
"AC004817.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004817.3",2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
"AC004817.4",0,2,4,1,1,1,4,2,0,1,3,2,16,8,0,0,6
"AC004824.1",0,0,2,1,0,0,0,0,4,4,0,0,1,0,1,0,1
"AC004825.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC004825.2",0,3,6,5,8,5,7,2,5,2,3,2,8,6,2,2,5
"AC004828.1",7,14,25,14,9,10,9,24,33,17,8,9,12,16,10,5,13
"AC004830.1",4,2,0,1,3,1,2,1,3,0,12,7,0,4,4,1,12
"AC004832.1",0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"AC004832.2",0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"AC004832.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004832.4",0,0,1,2,3,0,1,2,9,5,8,9,10,11,18,3,10
"AC004832.5",45,29,70,57,31,29,30,61,79,50,32,30,29,36,29,9,32
"AC004832.6",0,1,2,0,1,1,0,5,0,1,1,0,0,0,0,0,0
"AC004834.1",4,17,8,8,9,6,7,12,38,29,36,33,23,45,48,13,59
"AC004835.1",0,1,3,1,0,2,1,0,0,0,1,1,0,2,0,5,0
"AC004835.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004836.1",0,0,0,0,1,2,0,0,0,1,0,0,3,0,0,0,2
"AC004837.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004837.2",0,1,0,0,0,1,0,2,1,0,1,1,1,1,1,0,0
"AC004837.3",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"AC004839.1",0,6,1,4,7,7,1,5,5,5,12,5,6,8,3,1,1
"AC004840.1",0,1,3,1,0,0,2,2,1,3,2,1,6,3,6,1,2
"AC004840.2",0,1,0,1,0,3,2,2,0,0,1,0,0,0,0,2,0
"AC004846.1",0,0,1,1,0,4,1,0,1,2,1,0,0,1,0,0,0
"AC004846.2",45,23,37,31,15,23,9,26,33,48,23,15,28,22,26,6,8
"AC004847.1",0,5,3,4,7,0,2,2,8,4,0,0,0,1,2,0,0
"AC004852.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004852.2",343,756,1021,522,516,451,708,1206,1469,1072,14,1,33,9,21,29,10
"AC004852.3",109,177,256,130,141,117,156,297,243,265,3,0,8,6,14,2,2
"AC004853.1",0,3,0,3,7,2,0,2,24,12,0,0,0,1,0,0,0
"AC004854.1",2,0,5,4,3,0,2,5,12,4,6,3,3,9,9,10,1
"AC004854.2",40,40,50,40,25,32,41,39,105,32,41,36,30,38,28,17,24
"AC004858.1",0,2,4,8,2,9,1,17,22,17,54,42,52,47,94,32,62
"AC004862.1",0,0,0,3,3,10,8,4,4,3,0,0,0,2,0,0,1
"AC004865.1",0,1,4,1,1,0,0,5,3,14,4,1,10,0,3,0,3
"AC004865.2",22,24,34,27,14,2,5,19,27,25,25,15,15,10,13,6,11
"AC004866.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004866.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AC004869.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004869.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004870.1",0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0
"AC004870.2",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
"AC004870.3",1,0,1,3,2,2,0,1,2,6,0,0,0,3,0,0,0
"AC004870.4",9,0,0,2,0,4,0,0,3,0,2,0,0,1,1,3,0
"AC004872.1",0,0,2,2,1,1,1,3,10,1,0,0,2,0,0,0,0
"AC004875.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AC004877.1",8,16,39,24,12,24,26,29,55,32,17,48,29,90,43,10,27
"AC004877.2",58,42,45,24,40,22,48,71,53,64,52,93,82,71,101,19,50
"AC004882.1",0,3,6,5,0,0,0,5,2,4,1,0,4,0,1,0,0
"AC004882.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004884.1",0,2,3,1,0,0,0,4,1,0,2,6,5,5,2,2,6
"AC004884.2",0,0,1,0,1,2,0,0,2,1,18,14,25,12,26,4,8
"AC004888.1",0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0
"AC004889.1",20,10,1,12,20,10,11,11,40,9,1,0,3,2,0,0,0
"AC004890.1",0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0
"AC004890.2",166,184,300,228,171,156,171,221,528,224,248,180,195,317,193,162,184
"AC004890.3",0,1,1,1,1,3,3,0,1,1,0,1,1,0,1,2,1
"AC004893.1",0,0,2,2,1,3,2,7,2,6,0,1,1,10,0,0,0
"AC004893.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004895.1",0,0,2,0,1,4,3,0,1,0,3,2,5,9,4,1,9
"AC004898.1",0,1,1,2,0,1,2,0,2,0,0,0,0,2,3,0,1
"AC004899.1",0,0,0,1,0,1,1,2,2,1,3,0,0,1,1,0,6
"AC004899.2",29,103,149,97,71,44,140,171,205,75,0,0,14,0,2,4,1
"AC004906.1",0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
"AC004908.1",0,0,2,6,3,0,2,2,2,1,2,1,0,5,3,1,2
"AC004908.2",107,23,53,46,71,58,56,27,81,50,28,12,47,86,52,35,57
"AC004908.3",9,27,36,26,55,75,57,38,37,23,22,17,40,47,34,6,8
"AC004910.1",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"AC004911.1",0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0
"AC004917.1",0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0
"AC004918.1",55,68,117,87,53,48,37,128,114,121,330,292,288,288,371,48,156
"AC004918.3",18,64,91,63,49,48,58,147,104,147,241,257,314,296,350,39,118
"AC004920.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC004921.1",0,3,4,3,1,1,1,0,0,0,0,0,0,0,1,0,0
"AC004922.1",5,12,18,12,7,6,7,23,20,13,16,12,14,18,22,9,9
"AC004923.1",5,0,8,4,0,1,1,4,9,4,4,3,9,3,10,4,0
"AC004923.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AC004923.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"AC004923.4",7,1,22,23,7,8,15,19,23,15,23,7,10,25,21,4,13
"AC004925.1",36,11,20,7,0,6,9,19,19,5,1566,1460,1414,1892,1688,328,1154
"AC004930.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004936.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004938.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC004941.1",0,7,0,5,7,3,8,1,18,2,0,0,6,1,0,0,0
